Dataset,Run,Explainer,Probability,P1,P2
25,6,Beta,0.48248047,18,26
25,6,Beta,0.47938702,18,30
25,6,Beta,0.48053393,18,31
25,6,Beta,0.47751915,18,32
25,6,Beta,0.48363468,18,33
25,6,Beta,0.48524502,18,39
25,6,Beta,0.4683701,18,42
25,6,Beta,0.4799313,18,46
25,6,Beta,0.48071226,18,50
25,6,Beta,0.48005965,18,53
25,6,Beta,0.47543707,18,60
25,6,Beta,0.4794104,18,74
25,6,Beta,0.47983727,18,76
25,6,Beta,0.46250737,18,98
25,6,Beta,0.4486979,19,18
25,6,Beta,0.45342475,20,18
25,6,Beta,0.45909327,22,18
25,6,Beta,0.46504852,22,32
25,6,Beta,0.46363398,22,33
25,6,Beta,0.44636562,23,9
25,6,Beta,0.4644299,24,18
25,6,Beta,0.462115,24,25
25,6,Beta,0.45468155,24,26
25,6,Beta,0.46258515,24,30
25,6,Beta,0.4715564,24,31
25,6,Beta,0.46126083,24,32
25,6,Beta,0.4606643,24,33
25,6,Beta,0.45945948,24,74
25,6,Beta,0.45343214,24,98
25,6,Beta,0.4563273,25,18
25,6,Beta,0.46567377,25,24
25,6,Beta,0.4644969,25,26
25,6,Beta,0.45946732,25,32
25,6,Beta,0.44715494,25,42
25,6,Beta,0.45611334,25,60
25,6,Beta,0.45261744,26,18
25,6,Beta,0.46392325,26,24
25,6,Beta,0.4658704,26,25
25,6,Beta,0.47013402,26,31
25,6,Beta,0.47000757,26,32
25,6,Beta,0.46215147,26,33
25,6,Beta,0.47324616,26,39
25,6,Beta,0.457881,26,42
25,6,Beta,0.45740375,26,74
25,6,Beta,0.46377373,26,76
25,6,Beta,0.45431688,26,98
25,6,Beta,0.4490416,30,18
25,6,Beta,0.45521513,30,24
25,6,Beta,0.46438223,30,33
25,6,Beta,0.4561582,31,18
25,6,Beta,0.4616814,31,24
25,6,Beta,0.46770093,31,26
25,6,Beta,0.46356583,31,32
25,6,Beta,0.4586974,31,33
25,6,Beta,0.4506832,31,42
25,6,Beta,0.4662881,31,50
25,6,Beta,0.45516202,31,74
25,6,Beta,0.45575982,31,98
25,6,Beta,0.4611892,32,9
25,6,Beta,0.46049926,32,18
25,6,Beta,0.45799288,32,22
25,6,Beta,0.47076747,32,24
25,6,Beta,0.45793945,32,25
25,6,Beta,0.46547696,32,26
25,6,Beta,0.47102123,32,31
25,6,Beta,0.4685186,32,33
25,6,Beta,0.45876104,32,46
25,6,Beta,0.45289326,32,98
25,6,Beta,0.4523662,33,18
25,6,Beta,0.45966044,33,22
25,6,Beta,0.45361754,33,24
25,6,Beta,0.4593239,33,26
25,6,Beta,0.46004054,33,30
25,6,Beta,0.45930278,33,31
25,6,Beta,0.45619795,33,32
25,6,Beta,0.44898292,33,42
25,6,Beta,0.45339072,33,74
25,6,Beta,0.45407557,33,98
25,6,Beta,0.44855914,39,18
25,6,Beta,0.4533712,39,26
25,6,Beta,0.44226435,39,42
25,6,Beta,0.44823438,40,9
25,6,Beta,0.45392686,42,18
25,6,Beta,0.45596752,42,25
25,6,Beta,0.46549013,42,26
25,6,Beta,0.46043468,42,31
25,6,Beta,0.45942593,42,33
25,6,Beta,0.46083426,42,39
25,6,Beta,0.45604536,46,18
25,6,Beta,0.46013013,46,32
25,6,Beta,0.46104488,46,50
25,6,Beta,0.45320097,46,98
25,6,Beta,0.4529084,50,18
25,6,Beta,0.4609516,50,31
25,6,Beta,0.45597598,50,46
25,6,Beta,0.45484063,51,9
25,6,Beta,0.45909864,53,18
25,6,Beta,0.45626196,54,9
25,6,Beta,0.45741224,54,17
25,6,Beta,0.44733346,60,18
25,6,Beta,0.45314503,60,25
25,6,Beta,0.45327735,60,98
25,6,Beta,0.45539996,61,9
25,6,Beta,0.44755328,62,9
25,6,Beta,0.45298678,69,9
25,6,Beta,0.45004624,71,9
25,6,Beta,0.4560562,74,18
25,6,Beta,0.46381688,74,24
25,6,Beta,0.4592982,74,26
25,6,Beta,0.46213922,74,31
25,6,Beta,0.46926963,74,33
25,6,Beta,0.45651618,74,98
25,6,Beta,0.44151348,76,18
25,6,Beta,0.44838384,76,26
25,6,Beta,0.4526615,97,9
25,6,Beta,0.45219967,98,18
25,6,Beta,0.46285293,98,24
25,6,Beta,0.46025404,98,26
25,6,Beta,0.45435926,98,31
25,6,Beta,0.45495024,98,32
25,6,Beta,0.46294364,98,33
25,6,Beta,0.4569874,98,46
25,6,Beta,0.46038437,98,60
25,6,Beta,0.452801,98,74
25,7,Beta,0.45150372,7,18
25,7,Beta,0.46730146,9,12
25,7,Beta,0.4779884,9,14
25,7,Beta,0.47148725,9,17
25,7,Beta,0.4730392,9,18
25,7,Beta,0.47830585,9,23
25,7,Beta,0.4719916,9,32
25,7,Beta,0.46254024,9,40
25,7,Beta,0.47356054,9,51
25,7,Beta,0.46731177,9,54
25,7,Beta,0.47103214,9,61
25,7,Beta,0.47699097,9,62
25,7,Beta,0.46413305,9,69
25,7,Beta,0.47485986,9,71
25,7,Beta,0.47328112,9,97
25,7,Beta,0.45459062,12,9
25,7,Beta,0.45479178,14,9
25,7,Beta,0.4553232,17,9
25,7,Beta,0.45700148,17,54
25,7,Beta,0.49718067,18,7
25,7,Beta,0.48102137,18,9
25,7,Beta,0.49484786,18,19
25,7,Beta,0.49514404,18,20
25,7,Beta,0.4806021,18,22
25,7,Beta,0.48854843,18,24
25,7,Beta,0.47360817,18,25
25,7,Beta,0.48362482,18,26
25,7,Beta,0.48312384,18,30
25,7,Beta,0.48699668,18,31
25,7,Beta,0.48319063,18,32
25,7,Beta,0.48287958,18,33
25,7,Beta,0.4905312,18,39
25,7,Beta,0.4789636,18,42
25,7,Beta,0.48057222,18,46
25,7,Beta,0.49011827,18,50
25,7,Beta,0.4791591,18,53
25,7,Beta,0.47937274,18,60
25,7,Beta,0.48192894,18,74
25,7,Beta,0.4843104,18,76
25,7,Beta,0.4754334,18,98
25,7,Beta,0.4528814,19,18
25,7,Beta,0.44749296,20,18
25,7,Beta,0.45737022,22,18
25,7,Beta,0.45797324,22,32
25,7,Beta,0.45643327,22,33
25,7,Beta,0.44526142,23,9
25,7,Beta,0.4521041,24,18
25,7,Beta,0.4571437,24,25
25,7,Beta,0.463642,24,26
25,7,Beta,0.46103242,24,30
25,7,Beta,0.4618284,24,31
25,7,Beta,0.46200293,24,32
25,7,Beta,0.45509717,24,33
25,7,Beta,0.4566584,24,74
25,7,Beta,0.45532694,24,98
25,7,Beta,0.45355645,25,18
25,7,Beta,0.46324986,25,24
25,7,Beta,0.46564668,25,26
25,7,Beta,0.46639526,25,32
25,7,Beta,0.45516655,25,42
25,7,Beta,0.46547627,25,60
25,7,Beta,0.4687826,26,18
25,7,Beta,0.4641315,26,24
25,7,Beta,0.4593269,26,25
25,7,Beta,0.46837455,26,31
25,7,Beta,0.46602967,26,32
25,7,Beta,0.46965742,26,33
25,7,Beta,0.47478437,26,39
25,7,Beta,0.45699835,26,42
25,7,Beta,0.4580831,26,74
25,7,Beta,0.46359292,26,76
25,7,Beta,0.46156645,26,98
25,7,Beta,0.4654412,30,18
25,7,Beta,0.4649289,30,24
25,7,Beta,0.463492,30,33
25,7,Beta,0.46172193,31,18
25,7,Beta,0.46283272,31,24
25,7,Beta,0.46505705,31,26
25,7,Beta,0.4603106,31,32
25,7,Beta,0.4600421,31,33
25,7,Beta,0.4539453,31,42
25,7,Beta,0.46954957,31,50
25,7,Beta,0.45476446,31,74
25,7,Beta,0.4587769,31,98
25,7,Beta,0.4671296,32,9
25,7,Beta,0.46927968,32,18
25,7,Beta,0.4619322,32,22
25,7,Beta,0.4702043,32,24
25,7,Beta,0.4717531,32,25
25,7,Beta,0.46892774,32,26
25,7,Beta,0.4683694,32,31
25,7,Beta,0.46465802,32,33
25,7,Beta,0.4719454,32,46
25,7,Beta,0.45730773,32,98
25,7,Beta,0.46052837,33,18
25,7,Beta,0.46112245,33,22
25,7,Beta,0.45917925,33,24
25,7,Beta,0.46530727,33,26
25,7,Beta,0.4626747,33,30
25,7,Beta,0.4586776,33,31
25,7,Beta,0.4629836,33,32
25,7,Beta,0.46257997,33,42
25,7,Beta,0.4561123,33,74
25,7,Beta,0.45414647,33,98
25,7,Beta,0.4574815,39,18
25,7,Beta,0.46133202,39,26
25,7,Beta,0.45019257,39,42
25,7,Beta,0.45200372,40,9
25,7,Beta,0.45549697,42,18
25,7,Beta,0.44962162,42,25
25,7,Beta,0.45555675,42,26
25,7,Beta,0.46383524,42,31
25,7,Beta,0.44821435,42,33
25,7,Beta,0.46478716,42,39
25,7,Beta,0.4594729,46,18
25,7,Beta,0.46091938,46,32
25,7,Beta,0.46114674,46,50
25,7,Beta,0.45406967,46,98
25,7,Beta,0.46336803,50,18
25,7,Beta,0.46080357,50,31
25,7,Beta,0.45278668,50,46
25,7,Beta,0.46384194,51,9
25,7,Beta,0.45403072,53,18
25,7,Beta,0.44800243,54,9
25,7,Beta,0.45796588,54,17
25,7,Beta,0.4408999,60,18
25,7,Beta,0.44769433,60,25
25,7,Beta,0.4450501,60,98
25,7,Beta,0.46036485,61,9
25,7,Beta,0.44955918,62,9
25,7,Beta,0.46212304,69,9
25,7,Beta,0.45582446,71,9
25,7,Beta,0.4550046,74,18
25,7,Beta,0.46483734,74,24
25,7,Beta,0.45684326,74,26
25,7,Beta,0.4631243,74,31
25,7,Beta,0.46269423,74,33
25,7,Beta,0.451245,74,98
25,7,Beta,0.45342427,76,18
25,7,Beta,0.45832452,76,26
25,7,Beta,0.45588467,97,9
25,7,Beta,0.46258545,98,18
25,7,Beta,0.45813262,98,24
25,7,Beta,0.46660098,98,26
25,7,Beta,0.45537877,98,31
25,7,Beta,0.46598,98,32
25,7,Beta,0.46117955,98,33
25,7,Beta,0.4603586,98,46
25,7,Beta,0.46100616,98,60
25,7,Beta,0.4585348,98,74
25,8,Beta,0.452133,7,18
25,8,Beta,0.46667066,9,12
25,8,Beta,0.478152,9,14
25,8,Beta,0.47473788,9,17
25,8,Beta,0.47760692,9,18
25,8,Beta,0.47919452,9,23
25,8,Beta,0.47117105,9,32
25,8,Beta,0.4731562,9,40
25,8,Beta,0.48699218,9,51
25,8,Beta,0.47195327,9,54
25,8,Beta,0.47433504,9,61
25,8,Beta,0.47497016,9,62
25,8,Beta,0.48310047,9,69
25,8,Beta,0.47767228,9,71
25,8,Beta,0.4729914,9,97
25,8,Beta,0.44860908,12,9
25,8,Beta,0.45899853,14,9
25,8,Beta,0.45373732,17,9
25,8,Beta,0.45476735,17,54
25,8,Beta,0.4978333,18,7
25,8,Beta,0.48185572,18,9
25,8,Beta,0.5072458,18,19
25,8,Beta,0.49936616,18,20
25,8,Beta,0.48267803,18,22
25,8,Beta,0.48368979,18,24
25,8,Beta,0.4859773,18,25
25,8,Beta,0.48273814,18,26
25,8,Beta,0.4834097,18,30
25,8,Beta,0.48732015,18,31
25,8,Beta,0.49176288,18,32
25,8,Beta,0.47989464,18,33
25,8,Beta,0.48770165,18,39
25,8,Beta,0.48015323,18,42
25,8,Beta,0.48494518,18,46
25,8,Beta,0.4897772,18,50
25,8,Beta,0.49490634,18,53
25,8,Beta,0.48312402,18,60
25,8,Beta,0.48502702,18,74
25,8,Beta,0.48349842,18,76
25,8,Beta,0.47596118,18,98
25,8,Beta,0.44846615,19,18
25,8,Beta,0.4493825,20,18
25,8,Beta,0.45837167,22,18
25,8,Beta,0.4621091,22,32
25,8,Beta,0.46274638,22,33
25,8,Beta,0.44484702,23,9
25,8,Beta,0.45972905,24,18
25,8,Beta,0.46555516,24,25
25,8,Beta,0.45763275,24,26
25,8,Beta,0.45847726,24,30
25,8,Beta,0.46215895,24,31
25,8,Beta,0.45835897,24,32
25,8,Beta,0.46490794,24,33
25,8,Beta,0.46232182,24,74
25,8,Beta,0.45326656,24,98
25,8,Beta,0.46037266,25,18
25,8,Beta,0.4578098,25,24
25,8,Beta,0.47073632,25,26
25,8,Beta,0.46479696,25,32
25,8,Beta,0.46077403,25,42
25,8,Beta,0.46385428,25,60
25,8,Beta,0.46382236,26,18
25,8,Beta,0.46268827,26,24
25,8,Beta,0.46688062,26,25
25,8,Beta,0.47634083,26,31
25,8,Beta,0.4664972,26,32
25,8,Beta,0.46927607,26,33
25,8,Beta,0.46891773,26,39
25,8,Beta,0.46054482,26,42
25,8,Beta,0.4616339,26,74
25,8,Beta,0.47030196,26,76
25,8,Beta,0.4637221,26,98
25,8,Beta,0.44683993,30,18
25,8,Beta,0.45583355,30,24
25,8,Beta,0.46053067,30,33
25,8,Beta,0.46001723,31,18
25,8,Beta,0.4605272,31,24
25,8,Beta,0.46525377,31,26
25,8,Beta,0.46154395,31,32
25,8,Beta,0.4656177,31,33
25,8,Beta,0.46077725,31,42
25,8,Beta,0.46003878,31,50
25,8,Beta,0.46026036,31,74
25,8,Beta,0.45386505,31,98
25,8,Beta,0.46864244,32,9
25,8,Beta,0.45932353,32,18
25,8,Beta,0.45913267,32,22
25,8,Beta,0.46964726,32,24
25,8,Beta,0.46453944,32,25
25,8,Beta,0.4681349,32,26
25,8,Beta,0.47211978,32,31
25,8,Beta,0.46234125,32,33
25,8,Beta,0.4687457,32,46
25,8,Beta,0.45614386,32,98
25,8,Beta,0.4614507,33,18
25,8,Beta,0.45482847,33,22
25,8,Beta,0.46357617,33,24
25,8,Beta,0.46280038,33,26
25,8,Beta,0.45943105,33,30
25,8,Beta,0.47303185,33,31
25,8,Beta,0.4573356,33,32
25,8,Beta,0.45711502,33,42
25,8,Beta,0.45420372,33,74
25,8,Beta,0.45421895,33,98
25,8,Beta,0.4501697,39,18
25,8,Beta,0.45453915,39,26
25,8,Beta,0.44749546,39,42
25,8,Beta,0.45988497,40,9
25,8,Beta,0.45308492,42,18
25,8,Beta,0.4522462,42,25
25,8,Beta,0.4640246,42,26
25,8,Beta,0.45767665,42,31
25,8,Beta,0.45068675,42,33
25,8,Beta,0.4640454,42,39
25,8,Beta,0.45269355,46,18
25,8,Beta,0.4556194,46,32
25,8,Beta,0.4605546,46,50
25,8,Beta,0.45166507,46,98
25,8,Beta,0.45608377,50,18
25,8,Beta,0.46490982,50,31
25,8,Beta,0.46060547,50,46
25,8,Beta,0.46357882,51,9
25,8,Beta,0.45581758,53,18
25,8,Beta,0.45538056,54,9
25,8,Beta,0.45856288,54,17
25,8,Beta,0.44783613,60,18
25,8,Beta,0.44666547,60,25
25,8,Beta,0.45147812,60,98
25,8,Beta,0.4691917,61,9
25,8,Beta,0.45621285,62,9
25,8,Beta,0.4560621,69,9
25,8,Beta,0.4529913,71,9
25,8,Beta,0.46009332,74,18
25,8,Beta,0.46477628,74,24
25,8,Beta,0.4628503,74,26
25,8,Beta,0.47111055,74,31
25,8,Beta,0.46658897,74,33
25,8,Beta,0.45482457,74,98
25,8,Beta,0.44640824,76,18
25,8,Beta,0.44741178,76,26
25,8,Beta,0.4612875,97,9
25,8,Beta,0.45917994,98,18
25,8,Beta,0.45545453,98,24
25,8,Beta,0.46094906,98,26
25,8,Beta,0.46346617,98,31
25,8,Beta,0.46111402,98,32
25,8,Beta,0.46675718,98,33
25,8,Beta,0.4666917,98,46
25,8,Beta,0.45851466,98,60
25,8,Beta,0.45836973,98,74
25,9,Beta,0.45008028,7,18
25,9,Beta,0.4687067,9,12
25,9,Beta,0.47413304,9,14
25,9,Beta,0.47604463,9,17
25,9,Beta,0.47130752,9,18
25,9,Beta,0.4723294,9,23
25,9,Beta,0.47439194,9,32
25,9,Beta,0.46768817,9,40
25,9,Beta,0.4845419,9,51
25,9,Beta,0.46353608,9,54
25,9,Beta,0.47293192,9,61
25,9,Beta,0.48109713,9,62
25,9,Beta,0.48341796,9,69
25,9,Beta,0.4825983,9,71
25,9,Beta,0.47636425,9,97
25,9,Beta,0.44724327,12,9
25,9,Beta,0.4559557,14,9
25,9,Beta,0.45291337,17,9
25,9,Beta,0.45210287,17,54
25,9,Beta,0.5026418,18,7
25,9,Beta,0.48829415,18,9
25,9,Beta,0.50936866,18,19
25,9,Beta,0.5098046,18,20
25,9,Beta,0.48795396,18,22
25,9,Beta,0.488329,18,24
25,9,Beta,0.49118292,18,25
25,9,Beta,0.490569,18,26
25,9,Beta,0.48390713,18,30
25,9,Beta,0.49080497,18,31
25,9,Beta,0.48850673,18,32
25,9,Beta,0.49146494,18,33
25,9,Beta,0.49567842,18,39
25,9,Beta,0.49026,18,42
25,9,Beta,0.48952368,18,46
25,9,Beta,0.4837655,18,50
25,9,Beta,0.49157614,18,53
25,9,Beta,0.48201764,18,60
25,9,Beta,0.48758906,18,74
25,9,Beta,0.48756337,18,76
25,9,Beta,0.4839551,18,98
25,9,Beta,0.4534709,19,18
25,9,Beta,0.44516245,20,18
25,9,Beta,0.45376885,22,18
25,9,Beta,0.46217528,22,32
25,9,Beta,0.4668268,22,33
25,9,Beta,0.45114344,23,9
25,9,Beta,0.4565667,24,18
25,9,Beta,0.46657115,24,25
25,9,Beta,0.4561724,24,26
25,9,Beta,0.46081835,24,30
25,9,Beta,0.46492872,24,31
25,9,Beta,0.4646087,24,32
25,9,Beta,0.46481884,24,33
25,9,Beta,0.45284268,24,74
25,9,Beta,0.4543412,24,98
25,9,Beta,0.45436412,25,18
25,9,Beta,0.4610794,25,24
25,9,Beta,0.46445546,25,26
25,9,Beta,0.46405694,25,32
25,9,Beta,0.4672925,25,42
25,9,Beta,0.46147987,25,60
25,9,Beta,0.4599962,26,18
25,9,Beta,0.47031704,26,24
25,9,Beta,0.46471336,26,25
25,9,Beta,0.46632007,26,31
25,9,Beta,0.47073218,26,32
25,9,Beta,0.46906245,26,33
25,9,Beta,0.47162354,26,39
25,9,Beta,0.46159098,26,42
25,9,Beta,0.46573588,26,74
25,9,Beta,0.4703834,26,76
25,9,Beta,0.45791474,26,98
25,9,Beta,0.4508153,30,18
25,9,Beta,0.45862666,30,24
25,9,Beta,0.45909634,30,33
25,9,Beta,0.45650834,31,18
25,9,Beta,0.46661943,31,24
25,9,Beta,0.46109638,31,26
25,9,Beta,0.45516747,31,32
25,9,Beta,0.46561152,31,33
25,9,Beta,0.4565686,31,42
25,9,Beta,0.46046895,31,50
25,9,Beta,0.45543373,31,74
25,9,Beta,0.4589081,31,98
25,9,Beta,0.4657775,32,9
25,9,Beta,0.46531475,32,18
25,9,Beta,0.47005475,32,22
25,9,Beta,0.45836395,32,24
25,9,Beta,0.4668778,32,25
25,9,Beta,0.46544486,32,26
25,9,Beta,0.47182196,32,31
25,9,Beta,0.46674305,32,33
25,9,Beta,0.47391665,32,46
25,9,Beta,0.4600892,32,98
25,9,Beta,0.4569248,33,18
25,9,Beta,0.45316392,33,22
25,9,Beta,0.46421427,33,24
25,9,Beta,0.4619335,33,26
25,9,Beta,0.45369077,33,30
25,9,Beta,0.47033545,33,31
25,9,Beta,0.4559096,33,32
25,9,Beta,0.46042618,33,42
25,9,Beta,0.46033219,33,74
25,9,Beta,0.45519012,33,98
25,9,Beta,0.4504877,39,18
25,9,Beta,0.45821708,39,26
25,9,Beta,0.45281225,39,42
25,9,Beta,0.4511915,40,9
25,9,Beta,0.4548537,42,18
25,9,Beta,0.45970356,42,25
25,9,Beta,0.46252733,42,26
25,9,Beta,0.46796593,42,31
25,9,Beta,0.460042,42,33
25,9,Beta,0.47039205,42,39
25,9,Beta,0.4498685,46,18
25,9,Beta,0.45989862,46,32
25,9,Beta,0.45790508,46,50
25,9,Beta,0.45309252,46,98
25,9,Beta,0.45550796,50,18
25,9,Beta,0.46622148,50,31
25,9,Beta,0.46387845,50,46
25,9,Beta,0.46338555,51,9
25,9,Beta,0.4502448,53,18
25,9,Beta,0.45201567,54,9
25,9,Beta,0.45627663,54,17
25,9,Beta,0.447416,60,18
25,9,Beta,0.461231,60,25
25,9,Beta,0.4538679,60,98
25,9,Beta,0.45801646,61,9
25,9,Beta,0.45811942,62,9
25,9,Beta,0.4561275,69,9
25,9,Beta,0.45366305,71,9
25,9,Beta,0.46142828,74,18
25,9,Beta,0.46331176,74,24
25,9,Beta,0.463502,74,26
25,9,Beta,0.4676038,74,31
25,9,Beta,0.4565406,74,33
25,9,Beta,0.45601857,74,98
25,9,Beta,0.44346675,76,18
25,9,Beta,0.44864142,76,26
25,9,Beta,0.44946754,97,9
25,9,Beta,0.4591164,98,18
25,9,Beta,0.46154332,98,24
25,9,Beta,0.46246612,98,26
25,9,Beta,0.46584594,98,31
25,9,Beta,0.46220103,98,32
25,9,Beta,0.46236256,98,33
25,9,Beta,0.4629601,98,46
25,9,Beta,0.46576798,98,60
25,9,Beta,0.45747393,98,74
25,10,Beta,0.44613627,7,18
25,10,Beta,0.4688336,9,12
25,10,Beta,0.4695095,9,14
25,10,Beta,0.47149247,9,17
25,10,Beta,0.46540597,9,18
25,10,Beta,0.47968012,9,23
25,10,Beta,0.4787713,9,32
25,10,Beta,0.47730327,9,40
25,10,Beta,0.48821488,9,51
25,10,Beta,0.47240263,9,54
25,10,Beta,0.46856374,9,61
25,10,Beta,0.4769716,9,62
25,10,Beta,0.48399654,9,69
25,10,Beta,0.4735372,9,71
25,10,Beta,0.47830245,9,97
25,10,Beta,0.44955167,12,9
25,10,Beta,0.45853183,14,9
25,10,Beta,0.45982817,17,9
25,10,Beta,0.45116064,17,54
25,10,Beta,0.50826854,18,7
25,10,Beta,0.4894231,18,9
25,10,Beta,0.51605904,18,19
25,10,Beta,0.5089935,18,20
25,10,Beta,0.49832106,18,22
25,10,Beta,0.494762,18,24
25,10,Beta,0.49459848,18,25
25,10,Beta,0.48792583,18,26
25,10,Beta,0.48603442,18,30
25,10,Beta,0.49003568,18,31
25,10,Beta,0.4886431,18,32
25,10,Beta,0.4957686,18,33
25,10,Beta,0.50096554,18,39
25,10,Beta,0.49023896,18,42
25,10,Beta,0.49889562,18,46
25,10,Beta,0.49192828,18,50
25,10,Beta,0.49584106,18,53
25,10,Beta,0.48873326,18,60
25,10,Beta,0.48922753,18,74
25,10,Beta,0.49837178,18,76
25,10,Beta,0.48717496,18,98
25,10,Beta,0.4459116,19,18
25,10,Beta,0.4435896,20,18
25,10,Beta,0.45878384,22,18
25,10,Beta,0.456081,22,32
25,10,Beta,0.45712602,22,33
25,10,Beta,0.45347646,23,9
25,10,Beta,0.45330045,24,18
25,10,Beta,0.4554767,24,25
25,10,Beta,0.45959964,24,26
25,10,Beta,0.4521711,24,30
25,10,Beta,0.46063897,24,31
25,10,Beta,0.4589235,24,32
25,10,Beta,0.4634123,24,33
25,10,Beta,0.45998183,24,74
25,10,Beta,0.45407504,24,98
25,10,Beta,0.45900825,25,18
25,10,Beta,0.4601979,25,24
25,10,Beta,0.46124125,25,26
25,10,Beta,0.4663584,25,32
25,10,Beta,0.45899883,25,42
25,10,Beta,0.4575229,25,60
25,10,Beta,0.46020117,26,18
25,10,Beta,0.4620539,26,24
25,10,Beta,0.46204844,26,25
25,10,Beta,0.46543676,26,31
25,10,Beta,0.46918243,26,32
25,10,Beta,0.46735752,26,33
25,10,Beta,0.4707624,26,39
25,10,Beta,0.459802,26,42
25,10,Beta,0.45992622,26,74
25,10,Beta,0.46277887,26,76
25,10,Beta,0.45715648,26,98
25,10,Beta,0.44808203,30,18
25,10,Beta,0.45372826,30,24
25,10,Beta,0.456741,30,33
25,10,Beta,0.45061767,31,18
25,10,Beta,0.45557046,31,24
25,10,Beta,0.45818612,31,26
25,10,Beta,0.45290765,31,32
25,10,Beta,0.46505073,31,33
25,10,Beta,0.4612869,31,42
25,10,Beta,0.45569366,31,50
25,10,Beta,0.4525867,31,74
25,10,Beta,0.45194432,31,98
25,10,Beta,0.46281484,32,9
25,10,Beta,0.46357086,32,18
25,10,Beta,0.4671884,32,22
25,10,Beta,0.46383175,32,24
25,10,Beta,0.46279442,32,25
25,10,Beta,0.46527857,32,26
25,10,Beta,0.464894,32,31
25,10,Beta,0.45840016,32,33
25,10,Beta,0.46596822,32,46
25,10,Beta,0.45984858,32,98
25,10,Beta,0.45388076,33,18
25,10,Beta,0.4582423,33,22
25,10,Beta,0.45668578,33,24
25,10,Beta,0.4604375,33,26
25,10,Beta,0.44945675,33,30
25,10,Beta,0.45926002,33,31
25,10,Beta,0.4578666,33,32
25,10,Beta,0.4466548,33,42
25,10,Beta,0.45684958,33,74
25,10,Beta,0.4543919,33,98
25,10,Beta,0.4505349,39,18
25,10,Beta,0.45813954,39,26
25,10,Beta,0.45370406,39,42
25,10,Beta,0.45832643,40,9
25,10,Beta,0.44820097,42,18
25,10,Beta,0.45642948,42,25
25,10,Beta,0.45854774,42,26
25,10,Beta,0.45954517,42,31
25,10,Beta,0.46095854,42,33
25,10,Beta,0.46488544,42,39
25,10,Beta,0.4537697,46,18
25,10,Beta,0.45896596,46,32
25,10,Beta,0.45850345,46,50
25,10,Beta,0.44946182,46,98
25,10,Beta,0.45769298,50,18
25,10,Beta,0.4573872,50,31
25,10,Beta,0.45860523,50,46
25,10,Beta,0.45684874,51,9
25,10,Beta,0.44850275,53,18
25,10,Beta,0.45492303,54,9
25,10,Beta,0.45676103,54,17
25,10,Beta,0.4420264,60,18
25,10,Beta,0.45040792,60,25
25,10,Beta,0.44643632,60,98
25,10,Beta,0.45643932,61,9
25,10,Beta,0.4565896,62,9
25,10,Beta,0.4493581,69,9
25,10,Beta,0.44856983,71,9
25,10,Beta,0.46126494,74,18
25,10,Beta,0.4675733,74,24
25,10,Beta,0.46237403,74,26
25,10,Beta,0.4656539,74,31
25,10,Beta,0.46398154,74,33
25,10,Beta,0.4557853,74,98
25,10,Beta,0.44411665,76,18
25,10,Beta,0.4476414,76,26
25,10,Beta,0.45281518,97,9
25,10,Beta,0.45382306,98,18
25,10,Beta,0.45805943,98,24
25,10,Beta,0.46160468,98,26
25,10,Beta,0.45744917,98,31
25,10,Beta,0.4634329,98,32
25,10,Beta,0.46040377,98,33
25,10,Beta,0.45779642,98,46
25,10,Beta,0.45537472,98,60
25,10,Beta,0.45754766,98,74
25,11,Beta,0.44191924,7,18
25,11,Beta,0.47171432,9,12
25,11,Beta,0.48696256,9,14
25,11,Beta,0.48111412,9,17
25,11,Beta,0.47266665,9,18
25,11,Beta,0.48472378,9,23
25,11,Beta,0.48529342,9,32
25,11,Beta,0.4764312,9,40
25,11,Beta,0.48818818,9,51
25,11,Beta,0.46907103,9,54
25,11,Beta,0.4787547,9,61
25,11,Beta,0.48207188,9,62
25,11,Beta,0.48024303,9,69
25,11,Beta,0.47785494,9,71
25,11,Beta,0.48392045,9,97
25,11,Beta,0.45386,12,9
25,11,Beta,0.4574741,14,9
25,11,Beta,0.46351427,17,9
25,11,Beta,0.45184043,17,54
25,11,Beta,0.5191252,18,7
25,11,Beta,0.49098295,18,9
25,11,Beta,0.5188919,18,19
25,11,Beta,0.522068,18,20
25,11,Beta,0.49944296,18,22
25,11,Beta,0.49835077,18,24
25,11,Beta,0.49302977,18,25
25,11,Beta,0.49117866,18,26
25,11,Beta,0.49562266,18,30
25,11,Beta,0.500868,18,31
25,11,Beta,0.49732223,18,32
25,11,Beta,0.49282584,18,33
25,11,Beta,0.49705487,18,39
25,11,Beta,0.49318305,18,42
25,11,Beta,0.49905777,18,46
25,11,Beta,0.48782334,18,50
25,11,Beta,0.50208634,18,53
25,11,Beta,0.4941904,18,60
25,11,Beta,0.49022582,18,74
25,11,Beta,0.4916257,18,76
25,11,Beta,0.49201632,18,98
25,11,Beta,0.45001435,19,18
25,11,Beta,0.44504848,20,18
25,11,Beta,0.45509794,22,18
25,11,Beta,0.46420655,22,32
25,11,Beta,0.46248686,22,33
25,11,Beta,0.45069757,23,9
25,11,Beta,0.45316234,24,18
25,11,Beta,0.46054032,24,25
25,11,Beta,0.4578749,24,26
25,11,Beta,0.45872426,24,30
25,11,Beta,0.46019757,24,31
25,11,Beta,0.46162495,24,32
25,11,Beta,0.46111256,24,33
